,0
7676,요즘같은 계절에 입기 딱 좋은것 같아요 옷길이도 적당하고 만족합니다
7677,기본 스탠다드 핏에 어깨나 총장 딱 좋습니다. 무난하게 기본템으로 사기 좋네요
7678,183/75  처음 구매하는 블레이저인데 넘 이뻐요
7679,두말 필요없이 최고입니다 적극 추천하고 싶어요
7680,깔끔하고 어디에나 잘어울리는 아이템이예요 가성비갑입니다.
7681,사이즈도 적당하고 두께도 딱좋아요 너무 좋아요
7682,생각보다 이뻐서 잘입고다녀요 이거 입고 증명사진 찍었는데 너무 이쁘게 나왔어요
7683,근본 블레이저 이 가격에 이 정도면 괜찮은 것 같아요
7684,보기와 같이 사이즈 딱 좋게오고요 질 도좋아요 너무이쁩니다
7685,베이직한 핏에서 한스푼 오버한 느낌입니다 기본으로 입기 좋아여
7686,진짜 이뻐요 제가 원하던 블레이저네요 잘 입고 다닐게요
7687,기장은 조금 긴 느낌이고 뭐 무탠다드 다 유명하니 편히 입기 좋습니다
7688,어깨나 몸좋으신분들은 한치수 크게입으세요 사이즈 양호하고 정사이즈 가시면될거같습니다.
7689,소매 수선만 하고 아주 잘입고 있습니다. ㅎㅎ 감사해요ㅔ
7690,이쁘네요 두께감도있고 여름을 제외하고는 잘입고 다닐것같아요
7691,어떤 옷이랑도 무난하게 잘어울려요 추천합니다
7692,원레 입는 사이즈보다 한사이즈 크게 사시는게 더 좋을것같아요
7693,운동좋아해서 근육이좀 있는데 팔보단 어깨쪽이 딱맞네요
7694,M샀다가 어깨가 좁아서 L샀어요 기장이 길어졌지만 괜찮아요
7695,너무 예쁘고 싼 가격에 좋은 블레이저사서 좋습니다 추천해요
7696,기본중의 기본 블레이저입니다 블레이저 뭐살지 고민하시는분은 무탠다드 블레이저 추천합니다
7697,사이즈는 큰 것도 작지도 않은 보통 정도로 적당하고 두께도 지금 입으면 딱 일 것 같아요 ㅎㅎ 가성비 좋아요
7698,아주 딱좋은 블레이저를 얻어서 너무나 기쁨니다
7699,평상시에 입고다니기 너무 편한거같아요 앞으로도 자주 애용해야겠어용~good
7700,기본 아이템은 역시 무탠다드지 흠잡을곳 없고 가성비 상타치 아인교~
7701,친구 선물로 사줬는데 잘맞네요 마음에 든다고합니다
7702,남성용이라 좀 걱정했지만 오버핏으로 잘 맞아요 어깨 패드가 부담스럽지 않아서 좋아요
7703,진짜 가장무난하고 편한 블레이저가 아닐까 싶네요 기본템으로 추천드려요!
7704,기본 블레이저로는 가성비 최고입니다. 추천합니다.
7705,사이드가 생각보다는 작은 부분말고는 전반적으로 다 마음에 듭니다
7706,무난하게 입을 블레이져 필요해서 삿는데 생각보다 퀄이 좋아요! 부담없이 입을 수 있을거 같아요
7707,"저랑 키,몸무게 비슷하신 분들 중 운동 좀 하신 분들은 한치수 더 크게 입으시는거 추천드려요!"
7708,일부러 한사이즈 올려서 주문함 원하는 핏 나와 만족
7709,사이즈도 적당해서 편하고 예뻐요! 배송도 빠르게 왔어요 :)
7710,적당하고 좋습니다 m은 절대적 무리입니다. 정말로..
7711,무탠다드 퀄이 점점 좋아지는 거 같아요 깔끔하게 잘 맞습니다
7712,약간 널널하게 예뻐요 역시 무신사스탠다드에서 구입한거 후회안하는듯
7713,정말 핏도 이쁘고 기본템으로 꼭 사셨으면 해요. 그리고 가격도 정말 이정도면 개이득입니다
7714,완전 정핏이라고 생각해야 됩니다. 널널하게 입으려면 다른거 사요.
7715,178에 74키로 남자인데 엑스라지 딱 맞습니다~~
7716,기본템~기본템~기본테엠 고민할필요가 있을까여?
7717,너무이쁩니다. 핏도 좋고 기장도 좋습니다. 예쁘게잘입을게요.
7718,배송도 빠르고 핏도 너무 좋습니다 주변에서 추천해줘서 구매했는데 만족합니다
7719,"딱 적당한 핏, 재질, 색감 가성비 최고입니다 잘입을께요~"
7720,좋습니다. 요즘 계절에 입기도 좋고 베이직 아이템으로 딱이에요.
7721,제가 많이 마른편이라 걱정 많이 했는데 엄청 무난하고 좋은거 같아요
7722,여자가 입기엔 M사이즈가 핏이 좋은거같아요! L사이즈 시켰으면 아빠정장 느낌 났을듯해여
7723,무신사 스탠다드 베이식 블레이저 만족합니다 사이즈도 적당해요
7724,사이즈도 괜찮고 재질도 좋은 것 같아요 입고다니기 편안해요
7725,정말 딱 레귤러 핏입니다 요즘 트렌드엔 오버사이즈가 조금 더 맞지만 레귤러 사이즈의 딱 기본 블레이져가 피ㄹ요한 분들에겐 추천!
7726,오버핏이랑 기본이랑 두개다 주문해봤는데 기본이 좀 더 나은듯합니다. 오버핏도 오버핏 나름대로 느낌은 있으나 확실히 정장 블레이저은 핏감이 중요하네요 추천합니다
7727,너무 이쁘고 지금같은 날씨에 입으면 좋을거같네여
7728,뱃살만 빼면 정말 예쁜 핏이예요ㅎㅎ 가성비 좋게 산거같아 만족합니당!
7729,진짜 기본중에 기본이에요!! 완전 정핏이라 안에 무뭘 쫌 입고 입으실거면 사이즈업 추청합니다
7730,딱 적당한핏이네요 약간만 컸으면 좋았을것같아요
7731,핏도 이쁘고 마음에 듭니다! 코디하기도 편할꺼같네요~!
7732,오버핏좋아하시는분입으면딱좋을듯합니다! 저도살짝큰데 더이쁜거같아요
7733,잘사서 입고 있어요. 싸게 사서 기분이 좋네요. 추천추천
7734,블레이저를 입고싶었는데.. 잘고른듯합니다.두께감도 좋구요..
7735,제일 베이직한 블레이저네요 입문용으로 딱 좋은 것 같아요!!
7736,길이도 적당하고 두께감도 딱 편하게 입기 좋아요 캐주얼하게 입거나 갖춰입어도 잘 어울립니다.
7737,잘 도착했습니다 요긴하게 잘 사용하며 착용할게요오
7738,"확실히 싼티 나지 않고, 부드러운 재질이네요. 제가 입으니 안에 니트 하나 입고 입을 정도의 세미오버핏 사이즈 나오네요 이쁩니다."
7739,어깨가 살짝 끼는듯한느낌있지만 안에 얇은옷 입을거라 괜찮아요 좋은상품 감사합니다
7740,받아서 처음 들어보고 입었을 때 약간 묵직한 느낌이였으나 착용했을 때는 생각보고 무겁게 느껴지진않아서 괜찮았던 것 같습니다. 전체적인 기장이나 팔길이 등도 잘맞아서 편하게 입을 수 있을 것 같아요 벌써 더워지고있어 짧게 입고 가을에나 입어야할 것 같아요 ㅎ
7741,사이즈 두께 모든게 다 적당하네요 정말 마음에 듭니다
7742,옷 핏도 잘나오고 활용도가 높아서 잘 입고 다닐거 같아요
7743,정사이즈고 두께는 보통이라 봄 가을에 입기 좋은것 같아요 색상은 사진보다 더 선명하고 검정색입니다
7744,좋아요 예뻐요 183정도는 엑라 입으시면 될거 같아요
7745,크기 적당하고 제가 생각하던 사이즈로 잘 나와서 너무 좋은거 같아요
7746,기본 블레이져로 어디에나 무난하게 입기 너무 좋아요!
7747,역시 무탠다드하는 이유가 다들 있었구나...진짜 첫블레이저인데 이렇게 좋을줄이야
7748,사이즈가 안맞을까봐 걱정했는데 xl이 딱 맞네요. 간절기에 입기 딱입니다.
7749,제가 입기에 사이즈가 안맞아서 동생 줬습니다. 옷은 마감 잘되있고 괜찮은것 같아요!! 저랑 비슷한 신체 분들은 한사이즈 클걸로 사시길
7750,"가격 좋고, 스타일 좋습니다. 예쁘게 잘 입을 거 같아요."
7751,가격 대비 괜찮고 잘 입고 있습니다 기본아이템 추천
7752,셔츠는 105가 살짝널널한데 이 105는 살짝 어깨부분이 짧은 느낌이있습니다. 어깨 넓으신분들은 한 사이즈 크게 입으세요~
7753,잘잗았습니다 상체 마르신분들은 작은거사도 괜찮을거같아요
7754,블레이져 처음 사봤는데 블레이져 입문용으로 딱인거같습니다
7755,어깨 쪽이 좀 작은 감 이 있지만 옷 자체는 괜찮아서 무난합니다
7756,퀄리티가 가격에비해 좋고 사이즈가 딱맞네요 추천
7757,되게 좋네요 과하지도 않고 슬랙스랑 같이 셋업하면 잘 어울려요
7758,가격에 비해 퀄리티가 너무 좋아요 핏도 너무 예쁘고 제가 생각했던 것보다 훨씬 더 예뻐서 요즘 자주 입고 있어요! 오버사이즈 핏으로 입으면 딱이예요!
7759,사이즈 좀 크게 입으려고 XL 샀는데 딱 맞는 느낌이고 작거나 하진 않네요 오버핏 생각했는데 그래도 맘에 들어서 그냥 입으려고요~
7760,블레이저 처음 구매해보는데 너무 좋네요 봄가을 잘 입고 다닐 것 같아요 추천합니다
7761,생각한것 보단 두께감이 있었고 재질도 만족하고 좋아요~
7762,기본템은 무신사 스탠다드.. 55입는데 오버사이즈로 입을만해요 남자옷같아보이긴하는데 그래서 만족
7763,그냥 무난한 블레이저입니다. 흔한데 4.5에 사서 좋음
7764,알맞게 잘 맞는거같아요 마름에들어요 무신사스텐다드 체고
7765,여자가 입었을 때 많이 클 줄 알았는데 생각보다 괜찮아용 !! 사세용 ~~ 제바류
7766,가성비로 좋습니다 살짝 사이즈가 애매하긴한데..
7767,L을 시킬지xl을 시킬지 고민하다 xl을 시켰는데 굉장히 만족합니다
7768,좋아요 처음 블래이저를 사봤는데 이정도 가격에 이정도 퀄리티는 너무만족해요
7769,얇진 않아서 4계절 사용가능 합니다. 기본아이템으로 추천
7770,무탠다드 블레이저는 역시 믿고 구매합니다 최고에요
7771,진짜 무난의 끝 기본 블레이저입니다 없으시면 이걸로 하나 구매하세요~
7772,어깨가 조금 작긴 하지만 전체적인 핏 맘에 듭니다
7773,딱 정사이즈 느낌나구요 오버하게 가실거면 한사이즈 더 크게 가세요
7774,"블레이저 중에서 가성비가 좋다고 생각됩니다. 재질, 착용감, 마감 모두 괜찮습니다."
7775,그냥 말그대로 기본템임 과하지도 않고 걍 꾸안꾸 ㄱ
7776,딱 맞게 입고 싶었는데 사이즈 잘 고른 거 같아요 잘 입겠습니다
7777,봄에 입고 다니기 좋은 블레이져라고 생각합니다. 검은색 슬렉스와 흰티랑 같이 입으시면 좋은거 같아요.
7778,딱 기본에 충실한 핏인 것 같아요 가격이 생각보다 싼데 재질도 나쁘지 않아요
7779,어깨가 살짝 끼지만 다른곳은 다 괜찮아요 완전 베이직
7780,이번에 20프로 가격써서 정말싸게 샀는데 품질도 좋고 만족합니다
7781,m사이즈 예상보다는 작은데 그래도 딱 좋다ㅋㅋ 지금 봄 날씨에 입기 딱임! 너무 맘에든다
7782,교생 실습이 있어서 사게 됐는데 핏도 좋고 옷이 가벼워서 입기 편해요 !
7783,처음 구매하는 블레이저인데 공식적인 자리에서 입기 딱 좋을거 같습니다.
7784,검정색 슬랙스랑 코디하여 공적업무시 입기에도 적당하고.. 캐주얼 코디에도 잘 어울립니다
7785,믿고 사는 무신사스탠다드입니다. 마감이 아주 좋아요
7786,정말 스탠다드한 블레이저로 여기저기 매칭하기 쉬운 것 같습니다.
7787,xl로 샀는데 오버핏으로 입으면 될것같습니다.
7788,좀 작아서 바꿨는데 이젠 잘맞네요 재질좋고 가벼워요
7789,괜찮고 무난함 사이즈같은건 유튜브 보면서 비교해보고 사는게 좋음 마르면 오버가 나을듯
7790,딱 좋네요.... 핏이랑 길이랑 좋습니다 다른 색도 구매예정입니다
7791,무신사에서 산 것 중에 디자인/사이즈 제일 맘에 들어요 퀄리티 좋습니다
7792,재질 튼튼하고 사이즈도 적당해서 아무옷에나 입기 좋아요
7793,20프로 쿠폰 써서 싸게 샀어요 릴렉스드 사이즈없어서 베이직으로 구매함
7794,말 그대로 베이직한 핏의 블레이저입니다. 깔끔한 룩 좋아하시는 분들께 추천해용
7795,전체적인 핏도 괜찮고 코디하기에도 이쁘네요 잘입을게요
7796,오버사이즈로 입으려고 투엑라 갔는데 원하는 핏 나오네요 굿...
7797,색감도 좋고 핏도 깔끔하게 나와서 이쁘게 입을 수 있어요
7798,이쁩니다 역시 무신사 스탠다드 믿고 구매합니다
7799,제가 원하던 기장이었구요 팔 길이도 딱 맞네요 완전 좋아요 다만 어깨 부분이 좁아서 아쉽 !
7800,진짜 산거 후회안합니다. 포장도 잘와서 너무 좋네요.
7801,색상 사이즈 모두만족해요!배송도빠르고좋았어요
7802,무탠다드는 역시 믿고 입는 가성비입니다! 깔끔하게 입는 맛이 있습니다
7803,배송도 빠르고 사이즈도 잘 맞네요 잘입고 다닐게요
7804,너무 두꺼워요 가격이 원래 저렴하긴 하지만 더 얇으면 좋았음
7805,아주마음에 들어요 다른 컬러로 또 살거랍니다 헤
7806,약간의 핏한느낌을원했지만 오버함 질좋고무난쓰
7807,173 70 어깨 적당해서 좋아요 기장 수선 소매 수선 필쉬!
7808,L이랑 xl 중에 고민했는데 xl는 좀 크네요 그래도 디자인도 깔끔하고 좋아요 오버핏이라 생각하고 입으러구요
7809,블레이저 너무 예쁘네요. 다른색상도 구매의사 있어요! 할인할 때 구매해서 나름 저렴하게 샀어요 퀄리티 좋네요
7810,좋어요. 어깨 좀 넓어보이는것 빼곤. 여자분들도 괜찮을듯. 질 좋아요.
7811,스탠다드로 하나 장만하려고 구입했는데 맘에 들어요. 기장이 긴거는 신경쓰였는데 괜찮다고합니다.
7812,셋업수트 입문용으로 매우 적절한 상품인거 같습니다. 정말 기본에 충실하게 오히려 맘에듭니다.
7813,가성비는 개쩔구요 핏감은 적당합니다 가벼워서 좋네요
7814,여자한테 어깨만 약간 오버핏이고 핏이 엄청 크지는 않아요 어깡 걱정할 필요 없고 그냥 진짜 조금 오버핏정도? 데일리하게 입을 수 있을 것 같아요
7815,상체가 좀 있는편인데 생각보다 딱 맞게 잘입습니다
7816,사이즈 적절 핏감 적절 모델 유아인 굉장히 만족 다 좋군뇨
7817,쿠폰 먹여서 좋은가격에 잘 샀어요! 깔끔하고 요즘 날씨에 잘 입을수있을것같아요!
7818,90킬로인 저한테 약간 타이트한감이 있지만 그래도 잘입을께요
7819,블레이져는 고딩때 마이입는 것처럼 딱 맞게 입기보단 좀 널널하게 입는 걸 추천해요
7820,185 90 기준으로 딱 괜찮게 맞습니다. 재질도 괜찮고 이가격에 최선의 선택인거 같아용
7821,옷이 핏도 이쁘게떨어지고 이쁩니다.감사합니다
7822,디자인은 그냥 진짜 일반적인 블래이저고 사이즈 약간 커서 소매 줄였어요
7823,약간 스판도 있고 너무 얇지도않고 무난하게 입게 괜찮네요.
7824,세일할때 득해서 기분은 좋네요 잘입고다닐게요
7825,핏이 굉장히 이쁘게 잘 맞구요 봄가을에 이쁘게 입을수 있을것 같아요
7826,l시켜도 됐을거 같은데 지금은 딱 맞아요!! 소매가 그렇게 길진 않아요..
7827,생각보다 마음에들어요 정망 가성미 갑이에요 감사합니다
7828,운동을 조금씩 늘려나가는 중이어서 M사이즈는 되게 불편해 L사이즈로 교체했습니다. 딱맞고 좋네요
7829,정사이즈로 너무 오버하지도 않고 적당합니다 소재도 저렴해보이지 않아서 좋네요
7830,배송도 빠르고 너무 좋아요 소재도 적당하고 핏도 적당하고 좋습니다
7831,무탠다드 자켓 가성비가 좋아요 이가격에 이런퀄리티라니!
7832,생각했던것보다 핏이 되게 정장핏이여서 놀랐지만 그냥 무난한거 같아요ㅐ
7833,음.. 그냥 무난하게 이쁘고 봄 가을용 자켓 입니다. 청바지나 슬렉스 같이 입으심 이뻐요
7834,오배송으로 교환받는데 시간이 좀 걸리긴했지만 옷은 참 질도 좋고 마음에 드네요 다른 색상으로 한 벌 더 구매예정입니다
7835,5만원대라는 말 할것도 없는 가격과 어디든 예쁘게 입을 수 있어 좋습니다
7836,역시 무탠다드답게 가격 대비 퀄리티가 너무 좋아요
7837,좋은 옷을 제공해주셔서 감사합니다 그것도 싼가격에!
7838,솔직히 싸긴한데 오버사이즈 블레이져가 살짝 그립긴합니다. 나쁘진않습니다.
7839,무텐다드스럽게 기본에 충실하며 무난해서 막 걸치기 좋음
7840,역시 무탠다드는 배신하지 않네요 . 블레이저 없는 남자분들 꼭 구매하세요 !!!
7841,사진하고 비슷합니다 사이즈는 정사이즈 추천드립니다
7842,사이즈도 딱이고 블레이저는 처음인데 너무 맘에 들어요
7843,블레이저는 암홀 특성 상 무조건 본인 사이즈보다 한 사이즈 업 추천드려요! 한 사이즈 업해도 거의 정 핏이라고 보셔도 될듯 무탠다드… 너 블레이저 맛집이구나!
7844,원하는 핏이고 재질도 맘에 드네요 여름용나오면 다른것도 사야겟어요 감사합니다
7845,"소매기장만 조금줄여서 잘입고있어요. 케쥬얼,포멀 둘다잘어울려요"
7846,팔이 긴 체형으로서 팔 기장은 짧은 감이 있는데 나머지는 다 좋습니다
7847,블레이저 입문용 으로 좋아요. 뭐 딱히 이러쿵저러쿵 할 게 없는 듯
7848,생각했던거 보자 좋네요 가성비 훌륭합니다 강추
7849,기본에 충실한 블레이져 딱 가격값하는거 같아요
7850,하나쯤 가져가기 아주 좋습니다 많이파세요 와우
7851,정핏에 맞게샀는데 딱 맞춤느낌으로 잘떨어지지만 며르치 분들은 한치수 크게사는거 추천
7852,봄 가을에 입기 딱 좋은 두께와 무게입니다. 강추드립니다
7853,역시 무탠다드입니다ㅎㅎ기본중에 기본인거 같아요
7854,믿고 사는 무탠다드 핏 깔끔하고요 어깨 넓다싶으신분은 한사이즈 업하는갓고 낫배드
7855,어깨 넓은 182/78입니다 어깨랑 팔이 살짝 작아요
7856,완전 봄 여름 가을 겨울 에 입기 딱좋은 블레이저에요 다음에도 또 구입예정입니다 근데 조금 크넹
7857,무탠다드호 처음 블레이저 샀는데 깔끔하고 좋네요
7858,고등학교 때 입은 마의랑 똑같을 정도로 편한 느낌
7859,핏좋고 매치하기도 좋아요 빠른배송감사합니다
7860,어떤 옷이랑 입어도 잘 어울려요 여성분들이 입기에 어깨가 과한감이 있어요
7861,어께가 살짝좁은감이있어요. 입다보면 괜찮아 질거같긴하네요
7862,너무 딱 맞는 정사이즈 입니다 오버하게 입는 분은 한사이즈 업 추천드려요
7863,단추 잠그려면 조금 작긴한데 안잠글거라 매우 좋아요
7864,진짜 가성비 갑입니다 무조건 사세요 기본템으로 딱입니다 블레이져 입문에는 굿
7865,딱 좋아요 가성비 좋습니다.코디하기 좋아요. 퀄리티 우수. 만족
7866,이 정도 가격에 기본템으로 적당한거 같아요. 잘 입겠습니다~
7867,배송 빠릅니다. 색은 사진이랑 비슷합니다. 잘 입겠습니다.
7868,XXL는 커서 XL로 교환햇어요 어깨가 넓으면 조금 안 맞을수 있어요
7869,너무 만족스럽네요 핏은 물론 색감 다 너무 좋아요
7870,너무나 핏감이 좋아서 정말 감탄했습니다 무탠다드에서 사기를 잘한 거 같아요
7871,오버로 입으려고 하나 크게 구매했는데 정말 맘에듭니다
7872,무난하게 입기좋죠 사이즈도 좋고 재질도 괜찮네요
7873,깔끔하게 입기 좋은 것 같아요^^ 조금 캐쥬얼하게 입을려면 오버핏이 나은거 같네요.
7874,일단 가성비 너무 좋고*^^* 블레이저를 처음 입문하는 저에겐 좋은 선택이라고 생각해요
7875,선물해준건데역시 무탠블레이저는 믿고입죠ㅎㅎ 선물받은사람도만족해서다행이에요
7876,가장 베이직하고 무난합니다. 두께도 딱 적당한거같아요
7877,상품 잘받았습니다. 이쁘고 사람들 믿고 사는 이유가 있는거같네요.
7878,딱 기본적인 블레이저 에요. 사이즈 업 하거나 루즈핏으로 사도 될 것 같아요
7879,만족스러운 핏이 나와 좋았습니다. 무탠다드 응원합니다
7880,아우터 처음 사봤는데 정말 좋은거같아요 무신사 짱
7881,스탠다드하고 편하게 입기좋아요. 생각보다 두꺼워요
7882,허리 부분이 생각보다 많이 길다 보니 비율이 안좋은 저한테는 조금 마이너스 요소였습니다ㅜㅜ 구매하시려는 분들 타이트한 것 좋아하시면 한사이즈 낮춰서 입으셔도 좋을 것 같아요! 재질이나 두께 매우 좋습니다! 늦가을 입기 딱일 것 같아요 ㅎㅎ
7883,단추를 잠그면 쪼오오금 불편한 사이즈에요 핏 진짜 예쁘고 재질 좋아요!
7884,정말 할인받고 사면 후회 없을 아이템입니다. 그냥 사세요
7885,블레이저 없으신 분들 이번 기회에 이걸로 장만하는거 추천!
7886,정말 왜 무신사스탠다드 블레이저를 추천하시는지 알겠습니다. 고급스럽고 좋은 질감을 가지고있어요
7887,적당한 두께에 적당한 오버핏이에요 봄가을에 입기 딱 좋아요
7888,사이즈가 딱 맞고 맘에 듭니다 지금같은 날씨에 입기 좋아요~
7889,역시 가성비 진짜 짱 무텐다드 믿고 구매합다 제스팩보시고 사이즈 동일하게가세요
7890,군더더기 없이 훌륭해여~  역시 무탠다드 아주 칭찬해요
7891,입문용으로 제일 적당한 standard입니다 추천해요
7892,착용했을 때 편하고 소재도 괜찮아요. 어디나 어울리게 입을 수 있을 거 같아요
7893,무신사 스탠다드는 믿고 구매합니다. 가성비도 좋고 품질도 예상보다 항상 좋네요
7894,밖에나갈때외투로입기무난하게참좋은거같음
7895,역시 무탠다드는 믿고 사야됨 질도 괜찮고 핏도 예쁘게 나옴
7896,사이즈가 적당하고 두께도 적당해서 여름을 빼고는 다 입기 무난할 것 같아요!
7897,사이즈도 딱 맞고 색상도 이뻐서 너무 마음에 들어요
7898,172/64 M사이즈 딱 저스트보다 살짝 크게 맞아요
7899,한사이즈만 더 크게 주문해서 받았으면 더 좋았을거 같긴하지만 기본템으로 좋습니닷
7900,"이거 좋아요. 키180 몸무게 80, 허벅지 두껍고 배나오고, 팔은 얇은 체형인데 이거입으니 딱맞음 그래도 가격은 비싼편이지 쿠폰 꼭 사용하세요"
7901,막 좋지도 않고 나쁘지도 않은느낌? 진짜 딱 무난합니다
7902,박시하게 입으려구 XXL 샀는데 적당해요 생각보다 !
7903,역시 무신사스탠다드 믿고 구매했는데 이쁘네요.
7904,일단 제품 퀄리티가 너무 좋고 중요한 날이나 데일리로 멋을 내고 싶을때 여러 코디가 가능한거 같아서 만족스럽습니다.
7905,기본템으로 이 정도 가격이면 낫베드라구 생각해요
7906,청바지 면바지 모두 코디하기 아주좋습니다. 약간뚜꺼움
7907,M살려다가 l샀는데 M샀으면 못입었네요... 국굿
7908,클줄 알았는데 사이즈도 잘 맞고 좋아요 근데 팔 통이 큰 편은 아니라서 후드티랑은 못 입겠네요
7909,사이즈 자체는 정사이즈고 완전 심플합니다 하나씩은 가지고 있으셔야죠 ㅎㅎ
7910,무난하게 입기 좋습니다! 결혼식장 입고가려고요
7911,xxl너무 커서 폼이 좀 아쉬워 수선했습니다. 무탠다드 질은 워낙 괜찮아요
7912,배송도 깔끔하게 왔어요 단정하고 이뻐요. 핏이 마음에 듭니다.
7913,무신사 베이직 블레이져 기본 이지만 아주 이뻐요
7914,L살까 xl살까 고민했었는데 블레이저는 약간 여유롭게 입는게 맞는거같네여
7915,블레이저 딱 생각한대로 핏 나와요 정사이즈입니다
7916,기본템으로 입기 좋아요 사이즈도 적당하고 핏 좋아요
7917,살착 두꺼윤 편이긴하나 재질이 좋네요 오버핏으로 한치수 한거 신청
7918,무난하면서편하면서막걸치기도좋고이쁭거같아요
7919,블레이저 입문했어요 사이즈도 딱이고 재질도 좋아요
7920,완전 무난무난해서 입기 너무 좋은거 같아요 잘 입을게요
7921,아주 맘에들어요 ㅎㅎ 자주입어야징 ㅠㅠ 무신사최고히히
7922,기본적으로 하나씩은 가지고있는게 좋은거같아요
7923,사이즈 적당하고 무난무난해요. 봄에입기좋아요
7924,카라셔츠위에 입으면 정장처럼 활용가능하고 티셔츠위에 입으면 평소에 입기 좋네요
7925,M구매했다가 소매랑어깨가너무타이트해서환불하고다시구매했습니다.기장은조금긴감이있지만마음에들어요.ㅎㅎ
7926,옷걸이도 왔네요 이쁘고 맘에들고 좋습니다 감사합니다
7927,몸이 좀작게 나왔어요 근데 또 기장은 좀 길고 처음이라그런가
7928,처음사보는 블레이져에요 잘 샀어요 잘 입을 수 있어여
7929,살짝 두께감잇고 큰감이잇지만 보기좋게 딱떨어지네요
7930,배송도 빨리 오고 엄청 좋습니다. 잘 입고 다니겠습니다.
7931,입기에 딱 좋은 시즌 기본템 가볍고 부드러운 재질이라 편하게 입기 좋아요
7932,"역시 무탠다드,, 가성비 갑입니다. 재질이 너무 좋아요"
7933,운동하는 사람들은 xl 주문하세유 l 주문하면 작아유
7934,블레이저 처음 샀는데 기장도 괜찮은 것 같아서 만족합니다!
7935,적당히 쓸만해요 2년정도 입을거같아요! 굿굿베리굿
7936,무난하고 좋아요 추천. 하지만 두깨감은 좀 있어서 여름에는 못입을거같아요
7937,가격대비 퀄리티 우수합니다. 저렴한가격으로 잘샀습니다'
7938,기본템으로 입고있는데 딱맞지않은 살짝여유있는정도입니다.
7939,딱 맞네용 베이지 블레이져도 있어서 사이즈 고민없이 샀어용
7940,봄가을에 입기 적당한 두께고 스타일이나 색은 무난합니다. 베이직 아이템이라 어디든 잘 어울릴거 같아요
7941,good good good good good
7942,168에 라지사이즈 길이 괜찮아요 어깨 좀 널널하긴 한데 보기에 안 이상하고 어디에도 막 입을 수 있어요
7943,블레이저는 처음 사보는거라 잘 어울릴까 걱정했는데 예쁜거 같아요
7944,진짜 기본적으로 있어야할 머스트해브아이템 인듯
7945,기본템에다가 사이즈도 제 스펙에 딱 적당하고 좋습니닷
7946,살을 조금 더 빼면 예쁘게 입을 수 있을 거 같아요ㅎ 다음에는 다른 색상도 구매할예정!
7947,2xl임에도 xl느낌이여서 적당히 오버핏으로입기에 좋은것같아요
7948,역시 믿고 입는 무신사 스탠다드 입니다 넘 이뻐용
7949,정말 이쁘고 다 좋은데 등쪽이 너무 꽉끼는 감이 없지않아 있는거같아요 그래도 잘 입고있어요!
7950,배송 빠르고 옷 재질과 좋고 핏도 잘 떨어지나요. 상품도 좋습니다.
7951,왜 가성비 무텐다드 인지 알겠네요 기본에충실한 디자인과 재질 훌륭합니다
7952,생각보다 두꺼워서 봄여름에 입기엔 무리일 수도 잇습니다. 그래서 좀 아쉬워요
7953,세미 오버핏으로 입기 좋은 사이즈입니다 잘 입을듯 해요
7954,정핏은 한사이즈나 세미오버는 두사이즈 크게가는거 추천드려요
7955,블레이저 처음 샀는데 완전 이뻐요 대 만족중 입을때마다 새로워오
7956,옷 느낌도 괜찮고 재질도 좋아요 ! 다만 팔 기장이 큰감이 있습니다
7957,왜 블레이저를 무신사에서 구매해야 하는지 알게 해준 상품입니다
7958,블레이저 잘맞고 핏도조코 가성비가 최그ㅡ입니다
7959,다른 상의옷들은 L입어서 이것도 L시켰다가 XL로 교환하였습니다. 상체발달형은 XL추천
7960,팔이 조금 짧은감이 있지만 너무 만족해서 입으려구요 ^^
7961,좋네요 무탠다드 ㅎㅎ 가성비 좋고요 잘입고 있습니다
7962,기본스타일로 딱 좋네요. 사이즈도 적당하고 퀄도 괜춘
7963,소문듣고 한번 사봤습니다. 핏도 옷감도 만족스럽네요 ㅎ
7964,기본템 답게 아주 예쁘고 무난합니다 자주 입을 것 같아요
7965,개인적으로 이거 하나만있어도 코디 활용도 ㄱㅊ 왠만한건 다 매치될듯
7966,생각했던거보다 기장이 길다고 느껴졌습니다. 나머진 딱 좋네요~
7967,상체발달하셨으면 2xl가세요 xl타이트하네요
7968,저렴한 가격에 가볍게 입기엔 대안이 없어보입니다
7969,유명한 이유가 있었네요 무탠다드무탠다드 들어만봤지만 직접 구매해보니 더 확실히 느낄수있었어요
7970,살까말까 고민하다가 결국 질러버리고 오늘 받았는데 만족스럽습니다.
7971,너무 이뻐서 가끔식 격식 차려서 입을때 자주 사용 할듯해요
7972,기본블레이저구요 정사이즈입니다. 가격대비 품질 좋고 편하게 입을 수 있습니다
7973,조항요 그냥 좋아요 좋다고요 무난무난하고 좋아요
7974,사이즈 딱 맞고 생각보다 가볍고 움직이기 편해요
7975,크지도 작지도 않고 잘 맞습니다 마음에 들어요~ 깔끔하고 단정합니다!
7976,무탠다드 블레이저 가성비도 좋고 너무 이쁩니다
7977,생각보다 품이 큽니다. 길이때문에 XL랑 고민했는데 슬림한 체형이라면 XXL보다는 XL 추천합니다~
7978,무난하게 잘 나와서 코디하기도 어렵지 않고 잘 입을것 같아요.
7979,맘에 들어요 딱 맞고 질감도 부드럽고 좋아서 재구매 의사 있음
