,0
612,옷감이부드럽고 잘늘어나요 예뻐요
613,입기좋아요 펀안해요
614,귀여운스타일이예요 입기편해요
615,대체적으로 좀 짧으네요.다른 부분은 좋아요.
616,힝 너무 짧당
617,감사합니다
618,감사합니다
619,가격대비 훌륭!!! 만족합니다^^
620,가격대비 훌륭!!! 만족합니다^^
621,가격대비 훌륭!!! 만족합니다^^
622,잘받았습니다
623,잘받았습니다
624,생각보다 괜찮아요
625,날씬녀만 입을수 있어요
626,스몰사이즈입니다
627,기장이 짧아요
628,톡톡하고 간절기에 입기 좋을 거 같아요 밴딩이 너무 짱짱해서 동데 수선집에 맡겼네요. 수선비가 치마값보다 더듬;; 함께 주문한 니트도 한 두번 계절마다 입기 좋을거 같아요. 가격이 착해서 가성비면에서 아주 좋네요
629,톡톡하고 간절기에 입기 좋을 거 같아요 밴딩이 너무 짱짱해서 동데 수선집에 맡겼네요. 수선비가 치마값보다 더듬;; 함께 주문한 니트도 한 두번 계절마다 입기 좋을거 같아요. 가격이 착해서 가성비면에서 아주 좋네요
630,톡톡하고 간절기에 입기 좋을 거 같아요 밴딩이 너무 짱짱해서 동데 수선집에 맡겼네요. 수선비가 치마값보다 더듬;; 함께 주문한 니트도 한 두번 계절마다 입기 좋을거 같아요. 가격이 착해서 가성비면에서 아주 좋네요
631,톡톡하고 간절기에 입기 좋을 거 같아요 밴딩이 너무 짱짱해서 동데 수선집에 맡겼네요. 수선비가 치마값보다 더듬;; 함께 주문한 니트도 한 두번 계절마다 입기 좋을거 같아요. 가격이 착해서 가성비면에서 아주 좋네요
632,톡톡하고 간절기에 입기 좋을 거 같아요 밴딩이 너무 짱짱해서 동데 수선집에 맡겼네요. 수선비가 치마값보다 더듬;; 함께 주문한 니트도 한 두번 계절마다 입기 좋을거 같아요. 가격이 착해서 가성비면에서 아주 좋네요
633,길이 긴것 찾고 있었는데 딱 좋아요 레깅스에 입으면 잘 어울릴듯해요^^
634,괜찮네요
635,살짝 작아보여요
636,따뜻해보여요
637,괜찮아요
638,빠른배송 감사합니다.
639,빠른배송 감사합니다.
640,빠른배송 감사합니다.
641,굿이요 ~~~~~~~
642,굿이요 ~~~~~~
643,색상을 다르게 하나씩 해서 두개구입~이쁘네요 ㆍ싸게 산거 같아요ㆍ
644,좋아요..잘입겠어요..
645,좋아요..잘입겠어요..
646,좋아요..잘입겠어요..
647,좋아요
648,좋아요
649,좋아요
650,55입는데 싸이즈도 딱 맞고 맘에 들어요
651,얇긴한데 가디건 같이 입어요 너므 저렴합니다!!
652,잘 받았습니다
653,잘 받았습니다
654,잘 받았습니다
655,배송빠르고 좋습니다
656,좋아요
657,좋아요
658,신축성도 좋고 제가 66인데 작지않아요
659,너무 색이 예쁘네요 잘 입을께요
660,완전 저렴하게 예쁜 옷 샀네요
661,깔별로샀어요 나름 나쁘지않아요 저렴한만큼 막입기좋아요
662,깔별로샀어요 나름 나쁘지않아요 저렴한만큼 막입기좋아요
663,깔별로샀어요 나름 나쁘지않아요 저렴한만큼 막입기좋아요
664,깔별로샀어요 나름 나쁘지않아요 저렴한만큼 막입기좋아요
665,깔별로샀어요 나름 나쁘지않아요 저렴한만큼 막입기좋아요
666,깔별로 샀어요 나름 나쁘지않아요
667,가격만족 아주좋아요
668,가격만족 아주좋아요
669,잘받았어요
670,잘받았어요
671,디자인이 좋아요
672,디자인이 마음에 듭니다
673,싸게 잘 샀어요 쿠폰 써서
674,싸게잘샀어요 쿠폰써서
675,싸게잘샀어요 좋아요
676,이건 너무 작고 짧고 얇고... 사진하고 완전 다른..
677,싸게 산거 같아요 정사이즈로 구매했는데 탁 이예요~
678,굉장히 얇아요. 두꺼운 겉옷 입으면 될듯.
679,커요
680,쿠폰이용 했어요
681,"두색깔 주문 했는데, 마음에 듭니다."
682,예쁘네요. 추천!!!
683,잘받았습니다.
684,잘받았습니다.
685,너무 너무 좋아요 굿 굿 굿 굿
686,예쁘게 잘 입을께요 많이 파세요
687,예쁘게 잘 입을께요 많이 파세요
688,예쁘게 잘 입을께요 많이 파세요
689,예쁘게 잘 입을께요 많이 파세요
690,예쁘게 잘 입을께요 많이 파세요
691,예쁘게 잘 입을께요 많이 파세요
692,예쁘게 잘 입을께요 많이 파세요
693,예쁘게 잘 입을께요 많이 파세요
694,"배송은 잘받았는데, 너무 쫄쫄이네요"
695,좋아요 굿굿 좋은제품 저렴하게 구매하여 정말좋아요 담에 또 다른 걸로 마이 구매 할께요
696,좋아요
697,좋아요
698,잘받았습니다.........
699,잘받았습니다........
700,잘받았습니다..........
701,잘받았습니다.........
702,잘 받았습니다
703,잘 받았습니다
704,잘 받았습니다
705,잘받았습니다 잘받았습니다
706,잘받았습니다 잘받았습니다
707,좋아요
708,좋아요
709,"바지 자체는 괞챦지만,날씬한 사람이 입어야 겠어요. 살을 빼야 입을 수 있겠어요. 다이어트 해야겠어요."
710,좋아요
711,좋아요
712,좋아요
713,"우선,가벼워서 좋네요. 레깅스라서 역시 슬림 핏이고요. 입기 전인데 막상 입으면 신축성이 발휘되어 늘어나서 편하게 입을 수 있기를 바래봅니다."
714,싸이즈가 Free라고 해서 선택했는데 엄청 작습니다. 레깅스라 그런 거겠죠. 살을 빼야 입을 수 있겠어요.
715,너무 두껍지 않고 길이도 길어서 엉덩이 덮는 기장이라서 좋습니다. 싸이즈도 딱 좋습니다. 만족합니다.
716,잘받았습니다
717,잘받았습니다
718,잘받았습니다
719,잘받았어요
720,잘받았어요
721,잘받았어요
722,집에서 편하게 입을려고 샀어요
723,배백도 빠르고 좋아요
724,아주 맘에 들어요 감사합니다 ^^
725,좋습니다
726,잘도착했습니다
727,조아요
728,색깔이랑 길이 적당해요
729,개별 포장이 아니라서 비닐 뜯을때 조심해야겠네요
730,길이는 엉덩이 덮는 정도고 색도 괜찮은데 20+5 쿠폰 만큼 할인은 안 돼네요
731,잘받았어요
732,잘받았어요
733,질 좋아요^^
734,질 좋아요^^
735,가격이 싸서 별기대없이 주문했는데 부드럽고 입었을때 핏도 맘에 들어요.. 색상도 예뻐요..
736,가격대비 좋아요..
737,가디건색상별로 다 구매했는데 카멜만 사이즈가 다르네요? 젤 작아요..
738,좋아요
739,좋아요
740,좋아요
741,좋아요
742,좋아요
743,좋아요
744,좋아요
745,감사합니다
746,좋아요^^
747,너무 맘에 들어요
748,이뻐요
749,조아요
750,잘받았습니다
751,잘받았습니다.........
752,착용전 색감이뻐요
753,착용전 색감이뻐요
754,좋아요~
755,좋아요~
756,좋아요~
757,좋아요~
758,좋아요~
759,좋아요~
760,좋아요~
761,색도예쁘고 좋은데 길이가좀짧아요
762,질도괜찮고 좋아요~~
763,잘 받았습니다
764,잘 받았습니다
765,잘 받았습니다
766,잘 받았습니다
767,잘 받았습니다
768,어깨와 통은넘크고 기장은 애매해고 저한텐 그닥잘맞지 않아요
769,부드럽고 저렴한가격에 입을만하네요
770,도톰하고 색상디쟌다예뻐요
771,너무얇아요
772,받자마자 냄새뺄려고 피죤에 행궜는데 올이 풀렸어요ㅜ
773,"상품, 배송 만족합니다! 번창하세요!~^^"
774,빠른.배송 감사드립니다
775,화면과 그대로입니다
776,예쁩니다
777,잘 받았습니다. 잘 입을께요
778,저렴하게 잘 구입했습니다
779,생각과차이나네요
780,잘입을게요
781,잘입을게요
782,좋아요
783,좋아요
784,좋아요
785,수고하세요
786,수고하세요
787,잘입을께요
788,잘입을께요
789,상품배송 모두 만족합니다
790,상품배송 모두 만족합니다
791,상품배송 모두 만족합니다
792,못입겠어요 작아서요
793,너무작아요
794,자께나왔네요
795,66사이즈한테는 좀작아요
796,배쪽이작다 딸줘야할듯!!
797,95입는데 좋네요.
798,얇네요
799,원단 얇고 별로에요
800,잘받았습니다
801,가격저렴하니 집에서 입기좋을것같아요
802,가격도 저렴하고 집에서 막입기 좋을것같네요
803,좋아요
804,길이가 짧아요 재질도 그닥
805,"배송빠르고 옷이뻐요, 길이감도 품도 낙낙하니 이뻐요"
806,좋아ㅡ
807,좋아요
808,좋아요
809,배송이빨라요
810,배송이빨라요
811,배송이빨라요
812,"좀 까끌한데, 목이 타이트해서...잘 입어볼께요. 감사합니다♡"
813,괜찮아요. 감사합니다♡
814,왜싼지 알겠네요 ㅜㅜ무겁고 몽골사람줘야겠어요
815,배송이빨라요
816,이뻐요
817,이뻐요
818,잘 받았습니다
819,어깨가 깡패
820,감사합니다
821,감사합니다
822,맘에들어요~~~~~~~
823,잘 받았어요.
824,얇아서 여름에 입어야할듯~~~
825,가격대비 좋아요 잘입을께요
826,좀 타이트 하지만 그럭저럭 ....
827,저렴한가격에 컬리티도 좋고 잘샀어요
828,색상도 이뿌고 넉넉한 사이즈에 잘 맞네요
829,별로요.
830,예쁨
831,매우매우 만족합니다
832,살짝 노란빛이나 이 가격에 대박
833,무료배송까지.. 훌륭합니다
834,가격대비 최고
835,이뻐요
836,옷이 저렴하지 않음
837,가성비좋음
838,그저 그래요
839,잘맞네요 맘에듭니다
840,잘받았어요
841,맘에들어요
842,굿
843,띠뜻하구 좋아요 건조기 돌려도 아무렇지도 않네요 ^^
844,괜찮습니다
845,디자인 괜찮고 안이 융기모라 따뜻하고 좋아요.
846,dfs
847,dfs
848,좋아요
849,좋아요
850,좋아요
851,별하나 주기도 아까운 옷 완전 어른이 입을수 있는 옷이 아닌것 같아요 반품하기도 그렇고 남주기도 그래서 바로 버렸어요
852,예뻐요
853,배송빠름
854,이뻐요
855,별 기대없이 샀는데 잘 입고 있어요 적당히 쫀쫀하고 적당히 따뜻하고 몸에 딱 붙는 스타일을 좋아해서 만족해 하면서 입고 있습니다 겨울 잘 알겠습니다 감사합니다 너무 착한 가격이네요
856,별 기대없이 샀는데 잘 입고 있어요 적당히 쫀쫀하고 적당히 따뜻하고 몸에 딱 붙는 스타일을 좋아해서 만족해 하면서 입고 있습니다 겨울 잘 알겠습니다 감사합니다 너무 착한 가격이네요
857,별 기대없이 샀는데 잘 입고 있어요 적당히 쫀쫀하고 적당히 따뜻하고 몸에 딱 붙는 스타일을 좋아해서 만족해 하면서 입고 있습니다 겨울 잘 알겠습니다 감사합니다 너무 착한 가격이네요
858,이 가격에..좋은 제품 득템 했어요. 베이지가 없어 아쉽게 네이비 했네요.
859,가격만큼 딱
860,딱 가격만큼
861,딱 가격만큼
862,딱 가격만큼
863,냄새가ㅜ
864,짱
865,짱
866,짱
867,짱
868,털이 다 빠져서 다른옷 다 망침
869,얇아서 버림 사이즈 작음
870,털이 다 빠져서 빨래망침
871,재구매
872,냄새남
873,2번빨아도 냄새남
874,플라스틱빠져서 다른옷에 다 묻음
875,그냥그래요
876,그냥그래요
877,그냥그래요
878,좋아요
879,좋아요
880,쿠폰 이벤트 할 때 좋은 가격에 잘 구입 합니다 ㅎㅎ 사이즈 괜찮아요 ㅋㅋ 배송 빠르고 제품 좋은 가격에 잘 구입 합니다
881,쿠폰 이벤트 할 때 좋은 가격에 잘 구입 합니다 쿠폰 이벤트 좋아요 ㅎㅎ 쿠폰 다운 받아서 잘 구입 합니다
882,출고 발송 빠르고 제품 쿠폰 이벤트 할 때 쿠폰 다운 받아서 잘 구입 합니다 ㅎㅎ 가격 가장 저렴하고 좋아요
883,예쁘게 잘 입고 싶어서 주문 했는데요 전부 제게 사이즈 크네요^^넉넉히 입고 있어 편하게 데일리 룩으로 입기 좋습니다
884,좋은 가격에 잘 구입 합니다 ㅎㅎ 사이즈 괜찮아요 ㅋㅋ 배송 빠르고 제품 좋은 가격에 잘 구입 합니다 쿠폰 이벤트 좋아요 ㅎㅎ 쿠폰 다운 받아서 잘 구입 합니다
885,좋습니다 ㅎㅎ 배송 빠르고 제품 좋은 가격에 잘 구입 합니다 ㅎㅎ 사이즈 괜찮아요 ㅋㅋ 편하게 입을 옷 다 같이 좋은 가격에 잘 구입 합니다
886,좋습니다 ㅎㅎ 배송 빠르고 제품 좋은 가격에 잘 구입 합니다 ㅎㅎ 사이즈 괜찮아요 ㅋㅋ 배송 빠르고 제품 좋은 가격에 잘 구입 합니다 ㅎㅎ
887,좋습니다 좋은 가격에 잘 구입 합니다 ㅎㅎ 사이즈 괜찮아요 ㅋㅋ 배송 빠르고 제품 좋은 가격에 잘 구입 합니다 ㅎㅎ 사이즈 괜찮아요 출고 발송 빠르고 좋아요
888,좋습니다 ㅎㅎ 배송 빠르고 제품 좋은 가격에 잘 구입 합니다 ㅎㅎ 사이즈 괜찮아요 ㅋㅋ 배송 빠르고 제품 좋은 가격에 잘 구입 합니다 쿠폰 이벤트 좋아요
889,좋습니다 ㅎㅎ 배송 빠르고 제품 좋은 가격에 잘 구입 합니다 ㅎㅎ 사이즈 괜찮아요 ㅋㅋ 배송 빠르고 제품 좋은 가격에 잘 구입 합니다 ㅎㅎ
890,저렴한 가격에 빠른 배송 모두 만족합니다
891,저렴한 가격에 빠른 배송 모두 만족합니다
892,쓰레기통으로
893,만족 좋아요
894,만족 좋아요
895,좋아요
896,좋아요
897,오호 원단이 좋아요.. 봄여름에 원피스랑 입기좋은 딱 찾던 소재의 검정가디건이예요.. 맘에 들어요..
898,골지 신축성 대박이네요.. 입기전엔 엄청 쪼그라들어있는데 입으면 쫙~ 늘어납니다..
899,원단도 부드럽고 편하게 핏되서 예쁘네요.. 예쁘고 가성비 좋아서 색상별로 다 주문했어요..
900,원단도 부드럽고 편하게 핏되서 예쁘네요.. 예쁘고 가성비 좋아서 색상별로 다 주문했어요..
901,원단도 부드럽고 편하게 핏되서 예쁘네요.. 예쁘고 가성비 좋아서 색상별로 다 주문했어요..
902,원단도 부드럽고 편하게 핏되서 예쁘네요.. 예쁘고 가성비 좋아서 색상별로 다 주문했어요..
903,상품 너무 좋습니다 재구매했네요
904,좋아요
905,좋아요
906,좋아요
907,빠른 배송 감사합니다. 가격만큼 하는거 같아요ㅎ
908,빠른 배송 감사합니다. 가격만큼 하는거 같아요ㅎ
909,빠른 배송 감사합니다. 가격만큼 하는거 같아요ㅎ
910,잘샀어요조아요굿굿 ㄷ
911,잘샀어요조아요굿굿 ㄷ
912,빠른 배송 감사합니다. 가격만큼 하는거 같아요ㅎ
913,반품했어요
914,.
915,잘입을께요
916,따뜻한 니트 ?목선이 예쁘네요
917,그냥그래요
918,저렴해서 제품안좋을줄알았는데 가격대비 좋아요.
919,가격대비 저렴한데 제품좋아요 여러개주문했네요
920,가격대비 여러개주문했네요. 추가주문해요
921,가격대비 좋이서 추가로 여러개주문했네요.바지는 타이트하먼서 허리는 밴드라 편해요. 니트치마는 가격대비 늘어나고 뒷트임있어서막입을듯요. 레드가디건은 길이 짧으나 가격저렴해서 구입함.가격제품비해 진짜 굿입니다. 여러개주문했네요.
